Name,Number,Date,Lawrence M. Farnese Jr.,Christine M. Tartaglione,Shirley M. Kitchen,Art Haywood,John P. Sabatina Jr.,Michael J. Stack III,Robert M. Tomlinson,Vincent J. Hughes,Anthony H. Williams,Dominic F. Pileggi,Charles T. McIlhinney Jr.,Judith L. Schwank,Stewart J. Greenleaf,Lloyd K. Smucker,John T. Yudichak,Rob Teplitz,Patrick M. Browne,Daylin Leach,Lisa M. Boscola,Andrew E. Dinniman,Lisa Baker,Scott E. Hutchinson,John P. Blake,Gene Yaw,Bob Mensch,Joseph B. Scarnati III,Thomas J. McGarrigle,John R. Gordner,Scott R. Wagner,David G. Argall,John H. Eichelberger Jr.,Patricia H. Vance,Patrick J. Stefano,Richard L. Alloway II,Jake Corman,John N. Wozniak,Ryan P. Aument,Guy Reschenthaler,Matthew Smith,Randy Vulakovich,Kim L. Ward,Mario M. Scavello,Donald C. White,Wayne D. Fontana,Jay Costa,John C. Rafferty Jr.,James R. Brewster,Camera Bartolotta,Elder A. Vogel,Michael J Folmer,Sean D. Wiley,Michele Brooks
"HB 157 PN 307, FINAL PASSAGE",201,2015-06-30,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
"HB 140 PN 124, FINAL PASSAGE",200,2015-06-30,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
"SB 95 PN 654, A2361, FARNESE AMENDMENT NO. A-2361",199,2015-06-30,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N
RECESS RESOLUTION,198,2015-06-30,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
"SB 890 PN 1041, FINAL PASSAGE",226,2015-07-13,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,Y
"SB 683 PN 672, FINAL PASSAGE",225,2015-07-13,Y,N,N,Y,Y,,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,,,Y,N,Y,N,N,Y,Y,X,N,Y,N,Y,N
"SB 474 PN 419, FINAL PASSAGE",224,2015-07-13,N,N,N,N,N,,Y,N,N,Y,Y,N,Y,Y,N,Y,Y,X,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,N,N,Y,X,Y,Y,Y,N,Y
"SB 430 PN 993, FINAL PASSAGE",223,2015-07-13,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,Y
"SB 404 PN 894, A2723, BAKER AMENDMENT NO. A-2723",222,2015-07-13,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,Y
RECESS RESOLUTION,221,2015-07-13,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,Y
"SB 487 PN 1133, CONCUR IN HOUSE AMENDMENTS",232,2015-07-14,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,Y
"SB 925 PN 1110, FINAL PASSAGE",231,2015-07-14,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,Y
"SB 765 PN 824, FINAL PASSAGE",230,2015-07-14,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,Y
"SB 652 PN 691, FINAL PASSAGE",229,2015-07-14,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,Y
"SB 404 PN 1169, FINAL PASSAGE",228,2015-07-14,Y,Y,N,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,Y
"MOTION TO APPROVE THE JOURNALS OF MAY 12 & 13, 2015",227,2015-07-14,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,Y
"SR 54 PN 651, MOTION TO ADOPT",236,2015-09-16,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,,,Y,Y,Y,X,Y,Y,Y,Y,Y,Y,Y,Y,Y
"SB 873 PN 1007, FINAL PASSAGE",235,2015-09-16,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,,,Y,Y,Y,X,Y,Y,Y,Y,Y,Y,Y,Y,Y
"SB 872 PN 1006, FINAL PASSAGE",234,2015-09-16,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,,,Y,Y,Y,X,Y,Y,Y,Y,Y,Y,Y,Y,Y
"MOTION TO APPROVE THE JOURNALS OF JUNE 1, 2 & 3, 2015",233,2015-09-16,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,,,Y,Y,Y,X,Y,Y,Y,Y,Y,Y,Y,Y,Y
"SB 678 PN 1121, CONCUR IN HOUSE AMENDMENTS",242,2015-09-17,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
"SB 663 PN 1156, CONCUR IN HOUSE AMENDMENTS",241,2015-09-17,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
"SR 55 PN 653, MOTION TO ADOPT",240,2015-09-17,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
"HB 315 PN 322, FINAL PASSAGE",239,2015-09-17,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
"SB 290 PN 1171, FINAL PASSAGE",238,2015-09-17,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
"MOTION TO APPROVE THE JOURNALS OF JUNE 8, 9 & 10, 2015",237,2015-09-17,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
"SB 879 PN 1238, FINAL PASSAGE",250,2015-09-18,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
"SB 773 PN 854, FINAL PASSAGE",249,2015-09-18,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
"SB 1001 PN 1233, FINAL PASSAGE",248,2015-09-18,N,N,N,N,N,,Y,N,N,Y,Y,N,Y,Y,N,N,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,,,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,Y
"HB 224 PN 2180, FINAL PASSAGE",247,2015-09-18,N,N,N,N,N,,Y,N,N,Y,Y,N,Y,Y,N,N,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,,,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,Y
"HB 175 PN 2179, FINAL PASSAGE",246,2015-09-18,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
"HB 75 PN 66, FINAL PASSAGE",245,2015-09-18,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
"SB 1000 PN 1232, FINAL PASSAGE",244,2015-09-18,N,N,N,N,N,,Y,N,N,Y,Y,N,Y,Y,N,N,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,,,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,Y
"MOTION TO APPROVE THE JOURNALS OF JUNE 15, 16 & 17, 2015",243,2015-09-18,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
"HB 33 PN 355, FINAL PASSAGE",252,2015-09-28,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
"MOTION TO APPROVE THE JOURNALS OF JUNE 22 & 23, 2015",251,2015-09-28,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
"SR 149 PN 1128, CONCUR IN HOUSE AMENDMENTS",258,2015-09-29,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,X,Y,Y
"SB 875 PN 1187, CONCUR IN HOUSE AMENDMENTS",257,2015-09-29,N,Y,N,N,N,,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,X,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,N,N,N,Y,Y,Y,X,N,Y
"SB 513 PN 1139, CONCUR IN HOUSE AMENDMENTS",256,2015-09-29,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,X,Y,Y
"HB 823 PN 2181, FINAL PASSAGE",255,2015-09-29,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,X,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,X,Y,Y
"SB 785 PN 1107, FINAL PASSAGE",254,2015-09-29,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,X,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,X,Y,Y
"MOTION TO APPROVE THE JOURNALS OF JUNE 24, 25 & 26, 2015",253,2015-09-29,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,X,Y,Y
EXECNOMS  PENNSYLANIA PUBLIC UTILITY COMMISSION ANDREW PLACE,264,2015-09-30,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
"SB 899 PN 1065, FINAL PASSAGE",263,2015-09-30,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
"SB 898 PN 1064, FINAL PASSAGE",262,2015-09-30,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
"SB 686 PN 1001, FINAL PASSAGE",261,2015-09-30,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
"SB 685 PN 1000, FINAL PASSAGE",260,2015-09-30,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
RECESS RESOLUTION,259,2015-09-30,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
"SB 501 PN 497, A3592, EICHELBERGER AMENDMENT NO. A-3592",270,2015-10-13,N,N,N,N,N,,N,N,N,N,Y,N,N,Y,N,N,Y,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,,,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,Y
"SB 501 PN 497, A3594, RAFFERTY AMENDMENT NO. A-3594 TO EICHELBERGER AMENDMENT NO. A-3592",269,2015-10-13,N,N,N,N,N,,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,,,N,N,Y,N,N,N,Y,N,N,Y,N,N,N
"SB 772 PN 825, FINAL PASSAGE",268,2015-10-13,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
"SB 648 PN 1297, FINAL PASSAGE",267,2015-10-13,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
"SB 296 PN 1276, FINAL PASSAGE",266,2015-10-13,Y,Y,N,Y,Y,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
"MOTION TO APPROVE THE JOURNALS OF JUNE 28, 29 & 30, 2015",265,2015-10-13,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
"HB 910 PN 1105, FINAL PASSAGE",279,2015-10-14,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
"HB 906 PN 1103, FINAL PASSAGE",278,2015-10-14,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
"HB 904 PN 1124, FINAL PASSAGE",277,2015-10-14,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
"SB 791 PN 951, FINAL PASSAGE",276,2015-10-14,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
"SB 501 PN 1315, FINAL PASSAGE",275,2015-10-14,N,N,N,N,N,,N,N,N,N,Y,N,N,Y,N,N,Y,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,,,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,Y
"HB 239 PN 2334, FINAL PASSAGE",274,2015-10-14,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
"SB 925 PN 1303, CONCUR IN HOUSE AMENDMENTS",273,2015-10-14,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
"SB 748 PN 1313, CONCURRENCE IN HOUSE AMENDMENTS AS AMENDED",272,2015-10-14,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
"MOTION TO APPROVE THE JOURNALS OF JULY 13 & 14, 2015",271,2015-10-14,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
"SB 411 PN 1154, A3663, BROOKS AMENDMENT NO. A-3663",284,2015-10-19,Y,Y,Y,Y,Y,,Y,Y,N,N,N,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,Y,N,Y,N,,,N,Y,N,N,Y,Y,N,Y,Y,N,N,Y,Y
"SB 411 PN 1154, A3552, PILEGGI AMENDMENT NO. A-3552",283,2015-10-19,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
"SB 931 PN 1143, FINAL PASSAGE",282,2015-10-19,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
"SB 751 PN 1086, FINAL PASSAGE",281,2015-10-19,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
RECESS RESOLUTION,280,2015-10-19,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
"HB 874 PN 2009, FINAL PASSAGE",290,2015-10-20,N,N,N,N,N,,Y,N,N,Y,Y,N,Y,Y,N,N,Y,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,Y,N,Y,,,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,Y
"HB 874 PN 2009, A3059, FARNESE AMENDMENT NO. A-3059",289,2015-10-20,Y,Y,Y,Y,Y,,N,Y,Y,N,N,Y,N,N,Y,Y,N,Y,Y,Y,N,N,Y,N,N,N,N,N,N,X,N,N,N,N,N,Y,N,,,N,N,N,N,Y,Y,N,Y,N,Y,N,Y,N
"SB 874 PN 1314, A3673, MCGARRIGLE AMENDMENT NO. A-3673",288,2015-10-20,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,X,N,Y,N,Y,Y,Y,Y,,,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y
"HB 792 PN 1678, FINAL PASSAGE",287,2015-10-20,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
"SB 210 PN 1282, CONCUR IN HOUSE AMENDMENTS",286,2015-10-20,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
"MOTION TO APPROVE THE JOURNALS OF SEPTEMBER 16, 2015",285,2015-10-20,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
