Name,Number,Date,Patrick J. Harkins,Florindo J. Fabrizio,Ryan A. Bizzarro,Curtis G. Sonney,Greg Lucas,Brad Roae,Mark A. Longietti,Richard R. Stevenson,Christopher Sainato,Jaret A. Gibbons,Brian L. Ellis,Daryl D. Metcalfe,John A. Lawrence,Jim Marshall,James J. Christiana,Robert F. Matzie,Michele Brooks,Eugene D. Digirolamo,Jake Wheatley Jr.,Adam J. Ravenstahl,Dominic J. Costa,Erin C. Molchany,Dan Frankel,Edward C. Gainey,Joseph F. Markosek,Timothy F. Hennessey,Daniel J. Deasy Jr.,Mike Turzai,Bernard T. O'Neill,Hal English,Steven J. Santarsiero,Anthony M. Deluca,Frank Dermody,Paul Costa,Marc J. Gergely,Harry A. Readshaw III,Mindy Fee,William C. Kortz II,Richard Saccone Ph.D.,John A. Maher,Ryan P. Aument,Dan L. Miller,Keith J. Greiner,T. Mark Mustio,Nick Kotik,Jesse White,Keith Gillespie,Brandon P. Neuman,Peter J. Daley II,Pam Snyder,Timothy S. Mahoney,Deberah Kula,Robert W. Godshall,Eli Evankovich,Joseph A. Petrarca,George Dunbar,Timothy Krieger,R. Ted Harhai,Mike Reese,Jeffrey P. Pyle,Kate M. Harper,Dave Reed,Donna Oberlander,R. Lee James,Kathy L. Rapp,Samuel H. Smith,Martin T. Causer,Matthew E. Baker,Carl Walker Metzgar,Matthew D. Bradford,Bryan E. Barbin,Frank J. Burns,Gary Haluska,Thomas R. Sankey III,Matthew M. Gabler,Michael K. Hanna Sr.,Scott Conklin,Jesse W. Topper,John D. McGinnis,Jerry A. Stern,Michael E. Fleck,C. Adam Harris,Rick Mirabito,Garth D. Everett,Fred Keller,Mark K. Keller,Glen R. Grell,Sheryl M. Delozier,Rob W. Kauffman,Todd Rock,Dan Moul,Mike Regan,Ronald E. Miller,Stanley E. Saylor,Kevin Schreiber,P. Michael Sturla,Steven C. Mentzer,David S. Hickernell,Gordon R. Denlinger,Bryan D. Cutler,Mauree A. Gingrich,Rosemarie Swanger,Patty Kim,Susan C. Helm,Ronald S. Marsico,John D. Payne,Kurt A. Masser,Lynda Schlegel Culver,David R. Millard,Tina Pickett,Sandra J. Major,Kevin M. Haggerty,Marty Flynn,Sid Michaels Kavulich,Frank Farina,Tarah C. Toohil,Karen Boback,Michael B. Carroll,Gerald J. Mullery,Phyllis Mundy,Eddie Day Pashinski,Doyle M. Heffley,Neal P. Goodman,Jerry P. Knowles,Mike Tobash,Mark L. Rozzi,Thomas R. Caltagirone,Mark M. Gillen,James A. Cox Jr.,David M. Maloney Sr.,Justin J. Simmons,Michael H. Schlossberg,Daniel McNeill,Ryan E. Mackenzie,Steve Samuelson,Robert Freeman,Joe Emrick,Marcia M. Hahn,Michael T. Peifer,John T. Galloway,Tina M. Davis,Frank A. Farry III,Marguerite Corr Quinn,Katharine M. Watson,Paul I. Clymer,Mark Painter,Marcy Toepel,Mary Jo Daley,Tim Briggs,Michael A. Vereb,Todd Stephens,Thomas P. Murt,Madeleine Dean,Stephen C. McCarter,Becky Corbin,Dan Truitt,Warren E. Kampf,L. Chris Ross,Thaddeus Kirkland,Stephen E. Barrar,Joseph T. Hackett Sr.,Nicholas A. Miccarelli III,Nicholas A. Micozzie,Margo L. Davidson,William F. Adolph Jr.,Greg Vitali,Duane Milne Ph.D.,Thomas H. Killion,Ed Neilson,Brendan F. Boyle,Kerry A. Benninghoff,Kevin J. Boyle,Michael P. McGeehan,John P. Sabatina Jr.,Michael H. O'Brien,Mario M. Scavello,John J. Taylor,Scott A. Petri,James Clay Jr.,Angel L. Cruz,W. Curtis Thomas,Brian K. Sims,Julie Harhart,William F. Keller,Maria P. Donatucci,Jordan A. Harris,Gary W. Day,James R. Roebuck Jr.,Rosemary M. Brown,Vanessa L. Lowery Brown,Ronald G. Waters,Louise E. Williams Bishop,Will F. Tallman,Pamela A. DeLissio,Michelle F. Brownlee,Seth M. Grove,Jose P. Miranda,Rosita C. Youngblood,Stephen Bloom,Cherelle L. Parker,Stephen Kinsey,Mark B. Cohen,Dwight Evans
"HB 1741 PN 2794, 2013 A5059, SUSP RULES, STURLA",1031,2014-01-13 15:35:00,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,Y,N,N,Y,Y,E,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,Y,N,N,Y,Y,,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,N,N,N,N,Y,Y,N,Y,Y,N,N,N,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,E,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y
"HB 1741 PN 2794, 2013 A5063, SUSP RULES, PASHINSKI",1032,2014-01-13 15:44:00,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,E,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,Y,N,N,Y,Y,,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,N,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,E,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y
"HB 1741 PN 2794, 2013 A5008, SUSP RULES, MCCARTER",1033,2014-01-13 15:53:00,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,E,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,Y,Y,,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,Y,Y,N,Y,Y,N,N,N,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,E,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y
"HB 1741 PN 2794, FP",1034,2014-01-13 16:13:00,N,N,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,Y,N,Y,N,N,N,E,N,N,N,N,Y,N,Y,Y,Y,N,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,N,N,,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,N,N,Y,N,Y,Y,N,Y,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,Y,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,E,N,N,N,N,Y,N,N,Y,N,N,Y,N,N,N,N
"HB 1816 PN 2615, FP",1035,2014-01-13 16:16:00,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,E,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,E,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
"SB 689 PN 677, FP",1036,2014-01-13 16:17:00,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,E,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,E,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
"HB 1878 PN 2777, FP",1037,2014-01-13 16:18:00,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,E,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,E,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
MASTER  ROLL CALL,1038,2014-01-14 11:15:00,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,E,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,E,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,E,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
HR 599 PN 2861,1039,2014-01-14 11:29:00,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,E,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,E,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,E,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
"HB 1738 PN 2795, 2013 A5152, O'NEILL",1040,2014-01-14 13:19:00,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,E,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,E,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,E,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,E,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,E,Y,Y,Y,Y,Y,Y
"SB 29 PN 1474, FP",1041,2014-01-14 13:22:00,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,E,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,E,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,E,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,E,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,E,Y,Y,Y,Y,Y,Y
"HB 1753 PN 2468, FP",1042,2014-01-14 13:25:00,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,E,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,E,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,E,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,E,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,E,Y,Y,Y,Y,Y,Y
"HB 1794 PN 2572, FP",1043,2014-01-14 13:27:00,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,E,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,E,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,E,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,E,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,E,Y,Y,Y,Y,Y,Y
MOTPROCEEDWITHBILL  HB 1655 & HB 1796       TURZAI,1044,2014-01-14 13:29:00,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,E,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,E,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,E,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,E,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,E,Y,Y,Y,Y,Y,Y
"HB 1655 PN 2869, FP",1045,2014-01-14 13:32:00,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,E,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,E,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,E,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,E,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,E,Y,Y,Y,Y,Y,Y
"HB 1796 PN 2870, FP",1046,2014-01-14 13:33:00,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,E,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,E,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,E,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,E,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,E,Y,Y,Y,Y,Y,Y
MASTER ROLL CALL,1047,2014-01-15 11:14:00,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,E,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,E,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,E,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
UNCONTESTED CALENDAR,1048,2014-01-15 11:17:00,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,E,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,E,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,E,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
"SB 681 PN 1592, 2013 A5223, MARSICO",1049,2014-01-15 12:50:00,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,E,Y,Y,Y,Y,Y,Y,E,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,E,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,E,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,E,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,E,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,E
